Company Name,Ticker,Market Cap (mil),Month of Fiscal Yr End,Sector,Industry,Exchange,Last Close,Last Yr`s EPS (F0) Before NRI,Last Reported Fiscal Yr  (yyyymm),F1 Consensus Est.,F2 Consensus Est.
"Rohm Co.","ROHCY","4736.1","3","Computer and Technology","Electronics - Semiconductors","OTC","11.73",".93","202403",".59",".99"
"Montes Archimedes Acquisition","ROIV","8489.71","3","Medical","Medical - Biomedical and Genetics","NSDQ","11.48","-.96","202403","-1.12","-.97"
"Rockwell Automation","ROK","30115.38","9","Industrial Products","Industrial Automation and Robotics","NYSE","265.41","12.12","202309","9.79","10.88"
"Roku","ROKU","8969.25","12","Consumer Discretionary","Broadcast Radio and Television","NSDQ","61.99","-5.01","202312","-1.45","-1.25"
"Rollins","ROL","23973.54","12","Business Services","Building Products - Maintenance Service","NYSE","49.5",".9","202312","1","1.11"
"Roper Technologies","ROP","58685.91","12","Computer and Technology","Computers - IT Services","NSDQ","547.45","16.71","202312","18.16","19.67"
"Ross Stores","ROST","49269.02","1","Retail-Wholesale","Retail - Discount Stores","NSDQ","147.7","5.56","202401","5.97","6.52"
"Royal Mail","ROYMY","4216.49","3","Transportation","Transportation - Services","OTC","8.8","-.37","202403","",""
"RPM International","RPM","14843.86","5","Construction","Paints and Related Products","NYSE","115.25","4.94","202405","5.51","6.18"
"Royalty Pharma","RPRX","16177.7","12","Finance","Financial - Miscellaneous Services","NSDQ","27.26","4.49","202312","4.03","4.36"
"Range Resources","RRC","7463.61","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","30.83","2.4","202312","2.2","3.07"
"Red Rock Resorts","RRR","5895.91","12","Consumer Discretionary","Gaming","NSDQ","55.83","2.94","202312","1.66","2.02"
"REGAL REXNORD","RRX","10482.89","12","Industrial Products","Manufacturing - General Industrial ","NYSE","157.54","9.15","202312","9.59","11.43"
"Reliance, Inc.","RS","15353.18","12","Basic Materials","Mining - Miscellaneous","NYSE","279.07","22.62","202312","17.21","17.44"
"Republic Services","RSG","64478.22","12","Business Services","Waste Removal Services","NYSE","205.3","5.61","202312","6.18","6.8"
"","RSP","59882.02","12","Finance","Financial - Investment Funds","NYSE","171.4","","202312","",""
"Rentokil Initial","RTO","16010.63","12","Business Services","Business - Services","NYSE","31.71","1.31","202312","1.49","1.7"
"RTX Corporation","RTX","156901.73","12","Aerospace","Aerospace - Defense","NYSE","117.95","5.06","202312","5.44","6.43"
"Sunrun","RUN","4267.37","12","Oils-Energy","Solar","NSDQ","19.09","-7.14","202312","-.48","-.84"
"Rush Enterprises","RUSHA","4063.8","12","Retail-Wholesale","Automotive - Retail and Whole Sales","NSDQ","51.6","4.15","202312","3.28","4.01"
"Rush Enterprises","RUSHB","3486.52","12","Retail-Wholesale","Automotive - Retail and Whole Sales","NSDQ","44.27","4.15","202312","",""
"Revolution Medicines","RVMD","7241.14","12","Medical","Medical - Drugs","NSDQ","43.35","-3.86","202312","-3.47","-3.82"
"Revvity, Inc.","RVTY","14738.74","12","Medical","Medical Services","NYSE","119.5","4.65","202312","4.75","5.19"
"","RXO","3345.3","12","Transportation","Transportation - Services","NYSE","28.44",".3","202312",".14",".61"
"Royal Bank Of Canada","RY","159309.09","10","Finance","Banks - Foreign","NYSE","112.58","8.43","202310","8.5","9.19"
"Ryanair","RYAAY","23093.06","3","Transportation","Transportation - Airline","NSDQ","102.28","9.09","202403","7.95","9.88"
"Ryan Specialty Holdings Inc.","RYAN","17038.58","12","Finance","Insurance - Brokerage","NYSE","65.17","1.38","202312","1.81","2.2"
"RollsRoyce","RYCEY","54091.15","12","Aerospace","Aerospace - Defense Equipment","OTC","6.36",".17","202312",".23",".27"
"Rayonier","RYN","4389","12","Construction","Building Products - Wood","NYSE","29.46",".36","202312",".41",".55"
"SentinelOne","S","7508.93","1","Computer and Technology","Computers - IT Services","NYSE","24","-.28","202401",".03",".22"
"Safran","SAFRY","92835.16","12","Aerospace","Aerospace - Defense","OTC","54.32","1.27","202312","1.89","2.32"
"Saia","SAIA","10215.58","12","Transportation","Transportation - Truck","NSDQ","384.19","13.26","202312","13.88","16.49"
"Science Applications International","SAIC","6413.63","1","Computer and Technology","Computers - IT Services","NSDQ","125.19","7.88","202401","8.1","9.01"
"The Boston Beer Company","SAM","3275.46","12","Consumer Staples","Beverages - Alcohol","NYSE","279.58","7.17","202312","9.65","12.19"
"Banco Santander","SAN","74221.97","12","Finance","Banks - Foreign","NYSE","4.69",".7","202312",".83",".9"
"Sanmina","SANM","3768.43","9","Computer and Technology","Electronics - Manufacturing Services","NSDQ","68.96","6.26","202309","5.24","6.16"
"EchoStar","SATS","4852.22","12","Computer and Technology","Satellite and Communication","NSDQ","17.86","1.34","202312","-1.64","-2.08"
"Sampo","SAXPY","22691.25","12","Finance","Insurance - Property and Casualty","OTC","22.61","1.25","202312","1.27","1.32"
"SBA Communications","SBAC","23589.13","12","Finance","REIT and Equity Trust - Other","NSDQ","219.49","13.18","202312","13.22","13.12"
"Schneider Electric","SBGSY","143359.91","12","Industrial Products","Manufacturing - Electronics","OTC","49.81","1.57","202312","1.81","2.04"
"SBI","SBHGF","7260.45","3","Finance","Financial - Investment Bank","OTC","24.05","1.98","202403","",""
"Sino Biopharmaceutical","SBMFF","7168.85","12","Medical","Medical - Biomedical and Genetics","OTC",".3815","","202312",".02",".03"
"Sabra Healthcare REIT","SBRA","3818.5","12","Finance","REIT and Equity Trust - Other","NSDQ","16.3","1.33","202312","1.41","1.48"
"Companhia de saneamento Basico Do Estado De Sao Paulo  Sabesp","SBS","12460.38","12","Utilities","Utility - Water Supply","NYSE","18.23","1.03","202312","1.06","1.11"
"Sibanye Gold Limited","SBSW","3141.93","12","Basic Materials","Mining - Miscellaneous","NYSE","4.44",".14","202312",".32","1.16"
"Starbucks","SBUX","105398.93","9","Retail-Wholesale","Retail - Restaurants","NSDQ","93.01","3.54","202309","3.56","3.94"
"Standard Chartered","SCBFF","24246.51","12","Finance","Banks - Foreign","OTC","9.46","1.26","202312","1.67","1.99"
"Southern Copper","SCCO","80709.38","12","Basic Materials","Mining - Non Ferrous","NYSE","103.32","3.11","202312","4.29","5.03"
"Societe Generale Group","SCGLY","19042.23","12","Finance","Banks - Foreign","OTC","4.69",".73","202312",".9","1.2"
"Charles Schwab","SCHW","115314.37","12","Finance","Financial - Investment Bank","NYSE","64.84","3.13","202312","3.05","4.01"
"Sands China","SCHYY","15336.96","12","Consumer Discretionary","Hotels and Motels","OTC","18.95",".86","202312","1.25","1.95"
"Service Corporation International","SCI","10798.49","12","Consumer Staples","Funeral Services","NYSE","74.78","3.49","202312","3.52","3.9"
"Scor","SCRYY","3624.67","12","Finance","Insurance - Multi line","OTC","2.0185",".49","202312",".26",".46"
"Seadrill Limited","SDRL","3158.27","12","Oils-Energy","Oil and Gas - Drilling","NYSE","42.85","4.12","202312","1.35","5.51"
"Sandvik","SDVKY","26153.95","12","Industrial Products","Manufacturing - Tools & Related Products","OTC","20.85","1.2","202312","1.25","1.44"
"","SDY","20846.1","12","Finance","Financial - Investment Funds","NYSE","136.16","","202312","",""
"Sandoz Group AG Sponsored ADR","SDZNY","19007.1","12","Medical","Medical - Drugs","OTC","44.1","2.2","202312","2.63","3.31"
"Sea Limited","SE","46393.88","12","Computer and Technology","Internet - Software","NYSE","81.06","1.36","202312","2.01","2.1"
"Seaboard","SEB","3030.36","12","Consumer Staples","Food - Miscellaneous","AMEX","3120.6899","202.21","202312","",""
"Sealed Air","SEE","4898.97","12","Industrial Products","Containers - Paper and Packaging","NYSE","33.63","3.18","202312","2.92","3.09"
"SEGRO","SEGXF","14064.79","12","Finance","REIT and Equity Trust - Other","OTC","11.63",".41","202312",".45",".47"
"SEI Investments","SEIC","8633.98","12","Finance","Financial - Investment Management","NSDQ","66.47","3.46","202312","4.2","4.51"
"Seiko Epson","SEKEY","6907.3","3","Computer and Technology","Office Automation and Equipment","OTC","8.97",".55","202403",".49",".52"
"Select Medical","SEM","4286.79","12","Medical","Medical - HMOs","NYSE","32.97","1.99","202312","2.09","2.28"
"Stora Enso Oyj","SEOAY","10031.25","12","Basic Materials","Paper and Related Products","OTC","12.72","-.79","202312",".57",".89"
"Stifel Financial","SF","8701.28","12","Finance","Financial - Investment Bank","NYSE","84.88","4.68","202312","6.55","8"
"ServisFirst Bancshares","SFBS","4200.49","12","Finance","Financial - Savings and Loan","NYSE","77.06","3.94","202312","3.82","4.55"
"Sprouts Farmers Market","SFM","9828.81","12","Retail-Wholesale","Food - Natural Foods Products","NSDQ","98.16","2.84","202312","3.37","3.69"
"SoftBank Group","SFTBY","84554.13","3","Computer and Technology","Wireless Non-US ","OTC","28.76","-.59","202403","2.13","2.18"
"Sweetgreen","SG","3781.54","12","Retail-Wholesale","Retail - Restaurants","NYSE","33.13","-.97","202312","-.75","-.51"
"Singapore Telecommunications","SGAPY","37156.5","3","Utilities","Diversified Communication Services","OTC","22.5","1.01","202403","",""
"Shionogi & Co.","SGIOY","13344.48","3","Medical","Medical - Drugs","OTC","11.25",".97","202403",".95",".94"
"Sage Group","SGPYY","13454.83","9","Computer and Technology","Business - Software Services","OTC","53.64","1.61","202309","1.84","2.09"
"Surgery Partners","SGRY","3540.4","12","Medical","Medical Services","NSDQ","27.85","1","202312","1.11","1.37"
"SGS","SGSOY","21022.84","12","Business Services","Business - Services","OTC","10.93",".39","202312",".4",".44"
"Shake Shack","SHAK","4301.44","12","Retail-Wholesale","Retail - Restaurants","NYSE","101.28",".37","202312",".73","1.07"
"Sotera Health","SHC","4217.75","12","Medical","Medical Services","NSDQ","14.9",".81","202312",".73",".84"
"ShinEtsu Chemical Co.","SHECY","84351.29","3","Basic Materials","Chemical - Diversified ","OTC","21.07",".89","202403",".89","1.05"
"Shell","SHEL","224650.06","12","Oils-Energy","Oil and Gas - Integrated - International","NYSE","71.4","8.4","202312","8.63","8.81"
"Shinhan Financial Group Co","SHG","22291.05","12","Finance","Banks - Foreign","NYSE","43.76","6.16","202312","6.22","7"
"","SHM","3650.85","12","Finance","Financial - Investment Funds","NYSE","47.88","","202312","",""
"Steven Madden","SHOO","3156.65","12","Consumer Discretionary","Shoes and Retail Apparel ","NSDQ","43.47","2.45","202312","2.62","2.92"
"Shopify","SHOP","96483.79","12","Computer and Technology","Internet - Services","NYSE","74.87",".74","202312","1.12","1.32"
"","SHV","18992.73","12","Finance","Financial - Investment Funds","NSDQ","110.41","","202312","",""
"SherwinWilliams","SHW","89637.23","12","Construction","Paints and Related Products","NYSE","355.34","10.35","202312","11.44","12.7"
"","SHY","24287.89","12","Finance","Financial - Investment Funds","NSDQ","82.64","","202312","",""
"Siemens","SIEGY","145808","9","Industrial Products","Industrial Services","OTC","91.13","5.29","202309","5.87","6.2"
"Signet Jewelers","SIG","3464.13","1","Retail-Wholesale","Retail - Jewelry","NYSE","77.66","10.37","202401","10.6","11.76"
"Selective Insurance Group","SIGI","5384.34","12","Finance","Insurance - Property and Casualty","NSDQ","88.51","5.89","202312","3.85","7.91"
"Grupo Simec","SIM","4451.91","12","Basic Materials","Steel - Producers","AMEX","28.9","1.76","202312","",""
"Sirius XM","SIRI","12513.68","12","Consumer Discretionary","Broadcast Radio and Television","NSDQ","3.25",".32","202312",".31",".33"
"SITE Centers Corp.","SITC","3200.01","12","Finance","REIT and Equity Trust - Retail","NYSE","61.08","4.72","202312","3.74","2.84"
"SiteOne Landscape Supply","SITE","6161.75","12","Industrial Products","Industrial Services","NYSE","136.56","3.8","202312","3.19","3.93"
"SiTime","SITM","3221.4","12","Computer and Technology","Electronics - Miscellaneous Products","NSDQ","139.26",".18","202312",".63","1.42"
"The J. M. Smucker Co.","SJM","12911.23","4","Consumer Staples","Food - Miscellaneous","NYSE","121.58","9.94","202404","10.05","10.91"
"AB SKF","SKFRY","8560.6","12","Industrial Products","Metal Products - Procurement and Fabrication","OTC","18.8","1.71","202312","1.5","1.72"
"Sonic Healthcare Ltd. Sponsored ADR","SKHHY","8882.67","6","Medical","Medical Services","OTC","18.49",".98","202406","",""
"Sekisui House","SKHSY","15842.46","1","Construction","Building Products - Home Builders","OTC","24.45","1.96","202401","",""
"TANGER INC","SKT","3132.98","12","Finance","REIT and Equity Trust - Retail","NYSE","28.65","1.96","202312","2.09","2.18"
"Skechers","SKX","10016.58","12","Consumer Discretionary","Shoes and Retail Apparel ","NYSE","65.75","3.49","202312","4.16","4.83"
"CHAMPION HOMES","SKY","5057.23","3","Construction","Building Products - Mobile Homes and RV Builders","NYSE","87.83","3.15","202403","2.66","3.55"
"Silicon Laboratories","SLAB","3504.02","12","Computer and Technology","Semiconductor - Analog and Mixed","NSDQ","108.52","1.69","202312","-1.58","2.5"
"Schlumberger","SLB","62515.61","12","Oils-Energy","Oil and Gas - Field Services","NYSE","44.03","2.98","202312","3.49","4.1"
"Sun Life Financial","SLF","30247.7","12","Finance","Insurance - Life Insurance","NYSE","52.35","4.71","202312","4.88","5.36"
"Standard Life","SLFPY","3561.83","12","Finance","Financial - Miscellaneous Services","OTC","7.74",".69","202312",".67",".75"
"SL Green Realty","SLG","4120.15","12","Finance","REIT and Equity Trust - Other","NYSE","63.27","4.94","202312","7.58","5.16"
"Silgan Holdings","SLGN","5360.32","12","Industrial Products","Containers - Metal and Glass","NYSE","50.2","3.4","202312","3.66","4.21"
"SLM","SLM","4562.34","12","Finance","Financial - Consumer Loans","NSDQ","20.98","2.41","202312","2.83","3"
"Sylvamo","SLVM","3117.74","12","Basic Materials","Paper and Related Products","NYSE","76.04","6.51","202312","7.4","8.3"
"SM Energy","SM","5052.72","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","44.16","5.89","202312","7.57","9.5"
"Smartsheet","SMAR","6867.29","1","Computer and Technology","Internet - Software","NYSE","49.64",".85","202401","1.26","1.54"
"Super Micro Computer","SMCI","34170.23","6","Computer and Technology","Computer- Storage Devices","NSDQ","610.91","22.09","202406","33.5","41.13"
"Sumitomo Mitsui Financial Group","SMFG","90265.12","3","Finance","Banks - Foreign","NYSE","13.7","1.12","202403","1.13","1.26"
"Scotts MiracleGro","SMG","4084.87","9","Basic Materials","Fertilizers","NYSE","71.89","1.21","202309","2.61","3.66"
"Smiths Group","SMGZY","8009.56","7","Business Services","Technology Services","OTC","23.23","1.18","202407","1.48","1.59"
"Summit Therapeutics","SMMT","8919.06","12","Medical","Medical - Drugs","NSDQ","12.31","-.13","202312","-.27","-.29"
"Siemens Energy AG Unsponsored ADR","SMNEY","21805.17","12","Oils-Energy","Alternative Energy - Other","OTC","27.28","","202312",".24","1.12"
"Shimano","SMNNY","17429.1","12","Consumer Discretionary","Leisure and Recreation Products","OTC","19.5",".64","202312","",""
"Simply Good Foods","SMPL","3251.41","8","Consumer Staples","Food - Confectionery","NSDQ","32.47","1.63","202308","1.81","1.93"
"Sompo","SMPNY","22424.51","3","Finance","Insurance - Multi line","OTC","11.32","1.48","202403",".88","1.13"
"Samsonite International","SMSEY","3690.64","12","Retail-Wholesale","Retail - Miscellaneous","OTC","12.62","1.35","202312","1.25","1.35"
"SharkNinja, Inc.","SN","12483.71","12","Consumer Discretionary","Furniture","NYSE","89.21","3.22","202312","4.22","4.81"
"SnapOn","SNA","14506.17","12","Consumer Discretionary","Tools - Handheld","NYSE","275.35","18.76","202312","19.24","19.85"
"Snap","SNAP","15715.32","12","Computer and Technology","Internet - Software","NYSE","9.47",".09","202312",".21",".39"
"Schneider National","SNDR","4697.52","12","Transportation","Transportation - Services","NYSE","26.81","1.37","202312",".85","1.55"
"Sino Land Co.","SNLAY","9016.48","6","Finance","Real Estate - Operations","OTC","5.212",".55","202406",".46",".47"
"Smith & Nephew SNATS","SNN","13360.04","12","Medical","Medical - Products","NYSE","30.56","1.66","202312","1.7","2.07"
"Snowflake","SNOW","44166.81","1","Computer and Technology","Internet - Software","NYSE","131.92",".98","202401",".58",".97"
"Synopsys","SNPS","85345.97","10","Computer and Technology","Computer - Software","NSDQ","557.03","11.19","202310","13.02","14.97"
"Synovus Financial","SNV","6271.44","12","Finance","Banks - Southeast","NYSE","43.56","4.12","202312","4.06","4.69"
"TD SYNNEX CORP","SNX","10035.53","11","Computer and Technology","Electronics - Miscellaneous Products","NYSE","117.43","11.26","202311","11.72","12.78"
"Sanofi","SNY","138742.7","12","Medical","Large Cap Pharmaceuticals","NSDQ","54.78","4.39","202312","4.19","4.78"
"The Southern Company","SO","94909.38","12","Utilities","Utility - Electric Power","NYSE","86.8","3.65","202312","4.01","4.31"
"SoFi Technologies","SOFI","7856.01","12","Business Services","Technology Services","NSDQ","7.37","-.36","202312",".09",".26"
"Solventum Corporation","SOLV","10267.64","12","Medical","Medical Services","NYSE","59.45","","202312","6.4","5.63"
"Secom Co.","SOMLY","16228.34","3","Business Services","Business - Services","OTC","17.39",".83","202403","",""
"SUMITOMO CHEMCL","SOMMY","4746.27","3","Basic Materials","Chemical - Diversified ","OTC","14.32","-6.6","202403","",""
"Sonoco","SON","4968.9","12","Industrial Products","Containers - Paper and Packaging","NYSE","50.57","5.26","202312","5.09","5.55"
"SONOVA HOLDING","SONVY","20283.4","3","Medical","Medical - Instruments","OTC","68.05","2.11","202403","2.37","2.7"
"Sony","SONY","112055.13","3","Consumer Discretionary","Audio Video Production","NYSE","90.79","5.44","202403","5.68","6.26"
"South32","SOUHY","9094.75","6","Basic Materials","Mining - Miscellaneous","OTC","10.04","-1","202406",".79","1.26"
"Simon Property Group","SPG","51971.32","12","Finance","REIT and Equity Trust - Retail","NYSE","159.4","12.51","202312","12.85","12.44"
"S&P Global","SPGI","155830.17","12","Business Services","Business - Information Services","NYSE","497.86","12.6","202312","14.58","16.19"
"Spark New Zealand","SPKKY","4907.7","6","Utilities","Wireline Non-US","OTC","13.3","1.87","202406",".77",""
"Spotify Technology","SPOT","68928.44","12","Business Services","Technology Services","NYSE","346.28","-2.95","202312","6.32","8.7"
"Spirit Aerosystems","SPR","4036.2","12","Aerospace","Aerospace - Defense Equipment","NYSE","34.63","-4.02","202312","-4.21","1.39"
"SPS Commerce","SPSC","7207.72","12","Business Services","Business - Services","NSDQ","194.3","2.85","202312","3.36","3.89"
"SPX Technologies, Inc.","SPXC","7046.6","12","Business Services","Technology Services","NYSE","152.21","4.31","202312","5.54","6.21"
"SPIRAX GRP PLC","SPXSF","7198.9","12","Construction","Engineering - R and D Services","OTC","97.795","3.88","202312","3.9","4.48"
"","SPY","564974.25","12","Finance","Financial - Investment Funds","NYSE","558.7","","202312","",""
"Block","SQ","39943.05","12","Business Services","Technology Services","NYSE","64.88","1.8","202312","3.58","4.55"
"Sociedad Quimica y Minera","SQM","10645.75","12","Basic Materials","Fertilizers","NYSE","37.27","7.05","202312",".02","5.76"
"Squarespace","SQSP","6212.01","12","Computer and Technology","Internet - Software and Services","NYSE","44.86","-.05","202312",".44",".69"
"Spire","SR","3735.3","9","Utilities","Utility - Gas Distribution","NYSE","64.68","4.05","202309","4.24","4.54"
"Sportradar Group","SRAD","12715.16","12","Consumer Discretionary","Leisure and Recreation Products","NSDQ","11.44",".12","202312",".06",".19"
"Stericycle","SRCL","5456","12","Business Services","Waste Removal Services","NSDQ","58.77","1.89","202312","2.29","2.68"
"Sempra Energy","SRE","51132.86","12","Utilities","Utility - Gas Distribution","NYSE","80.76","4.61","202312","4.79","5.13"
"Sarepta Therapeutics","SRPT","13398.02","12","Medical","Medical - Biomedical and Genetics","NSDQ","140.49","-5.8","202312","1.54","9.96"
"SSAB","SSAAY","5149","12","Basic Materials","Steel - Producers","OTC","2.5",".6","202312",".34",".33"
"SouthState Corporation","SSB","6947.6","12","Finance","Financial - Miscellaneous Services","NYSE","91.12","6.86","202312","6.7","7.32"
"Simpson Manufacturing","SSD","7455.64","12","Construction","Building Products - Miscellaneous","NYSE","176.83","8.26","202312","8.1","9.14"
"Shiseido Co.","SSDOY","9643.83","12","Consumer Staples","Cosmetics","OTC","24.13",".39","202312",".37","1.11"
"SSE","SSEZY","27145.57","3","Computer and Technology","Electronics - Power Generation","OTC","24.825","1.99","202403","2.12","2.13"
"Sasol","SSL","4586.25","6","Oils-Energy","Oil and Gas - Integrated - International","NYSE","7.23",".9","202406","2.45",""
"Sysmex","SSMXY","11637.07","3","Medical","Medical - Instruments","OTC","18.49",".55","202403",".57",".7"
"SS&C Technologies","SSNC","17869.03","12","Computer and Technology","Computer - Software","NSDQ","72.81","4.61","202312","5.18","5.78"
"Sumitomo","SSUMY","28067.94","3","Conglomerates","Diversified Operations","OTC","22.97","2.09","202403","2.89","3.03"
"Sensata Technologies Holding","ST","5589.96","12","Computer and Technology","Instruments - Control","NYSE","37.03","3.61","202312","3.57","3.9"
"Stag Industrial","STAG","7200.64","12","Finance","REIT and Equity Trust - Other","NYSE","39.54","2.29","202312","2.39","2.51"
"STERIS","STE","23004.33","3","Medical","Medical - Instruments","NYSE","233.27","8.2","202403","9.17","10.04"
"StepStone Group","STEP","5862.02","3","Finance","Financial - Miscellaneous Services","NSDQ","52.98","1.21","202403","1.83","2.16"
"Stellantis","STLA","51065.09","12","Auto-Tires-Trucks","Automotive - Foreign","NYSE","16.3","6.43","202312","4.57","5.13"
"Steel Dynamics","STLD","17891.38","12","Basic Materials","Steel - Producers","NSDQ","115.95","14.95","202312","10.74","10.48"
"STMicroelectronics","STM","27897.22","12","Computer and Technology","Semiconductor - General","NYSE","30.88","4.46","202312","1.66","2.13"
"Stantec","STN","9457.29","12","Business Services","Consulting Services","NYSE","82.91","2.72","202312","3.07","3.55"
"StoneCo","STNE","4578.43","12","Computer and Technology","Internet - Software","NSDQ","14.82",".97","202312","3.06","3.68"
"Scorpio Tankers","STNG","3773.3","12","Transportation","Transportation - Shipping","NYSE","70.96","10.46","202312","13.08","10.08"
"SITIO ROYALTIES","STR","3393.64","12","Oils-Energy","Oil and Gas - Royalty Trust - United States","NYSE","22","1.63","202312",".8",".71"
"Sterling Infrastructure, Inc.","STRL","3420.89","12","Construction","Engineering - R and D Services","NSDQ","111.31","4.47","202312","5.66","6.02"
"State Street","STT","24015.02","12","Finance","Banks - Major Regional","NYSE","80.42","7.66","202312","8.13","8.94"
"Starwood Property Trust","STWD","6305.46","12","Finance","REIT and Equity Trust","NYSE","19.91","2.05","202312","2.02","2.02"
"Seagate Technology","STX","21765.72","6","Business Services","Technology Services","NSDQ","103.55","1.29","202406","7.41","10.93"
"Constellation Brands","STZ","44288.08","2","Consumer Staples","Beverages - Alcohol","NYSE","243.05","12.06","202402","13.57","15.14"
"Suncor Energy","SU","51225.48","12","Oils-Energy","Oil and Gas - Integrated - Canadian","NYSE","40.32","3.78","202312","3.64","3.7"
"Subsea 7","SUBCY","5566.31","12","Oils-Energy","Oil and Gas - Field Services","OTC","18.42",".05","202312",".86","1.39"
"Sun Hung Kai Properties","SUHJY","26719.56","6","Finance","Real Estate - Operations","OTC","9.22","1.05","202406","1.11","1.24"
"Sun Communities","SUI","16443.96","12","Finance","REIT and Equity Trust - Residential","NYSE","131.9","7.1","202312","7.09","7.46"
"Summit Materials","SUM","6779.39","12","Construction","Building Products - Concrete and Aggregates","NYSE","38.61","1.58","202312","1.73","2.3"
"Sunoco","SUN","8013.65","12","Oils-Energy","Oil and Gas - Refining and Marketing - Master Limited Partnerships","NYSE","52.58","3.65","202312","8.2","6.85"
"SUMCO","SUOPY","4299.45","12","Computer and Technology","Semiconductor - General","OTC","24.556","1.78","202312","1","1.98"
"Suzano","SUZ","13558.96","12","Basic Materials","Paper and Related Products","NYSE","10.24","2.17","202312","1.41","1.35"
"Seven and I Holdings Co.","SVNDY","34328.04","2","Retail-Wholesale","Retail - Miscellaneous","OTC","13.18","1.19","202402","1.1","1.21"
"Svenska Handelsbanken Ab Publ","SVNLY","19570.6","12","Finance","Banks - Foreign","OTC","4.942",".66","202312",".61",".5"
"Smurfit Westrock PLC","SW","22337.6","12","Basic Materials","Paper and Related Products","NYSE","43.01","3.02","202312","2.65","3.76"
"Stanley Black & Decker","SWK","14927.91","12","Industrial Products","Manufacturing - Tools & Related Products","NYSE","96.96","1.45","202312","4.13","5.54"
"Skyworks Solutions","SWKS","16965.07","9","Computer and Technology","Semiconductors - Radio Frequency","NSDQ","106.22","8.52","202309","6.25","6.38"
"Southwestern Energy","SWN","6926.73","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","6.28",".67","202312",".6","1.1"
"Swire Pacific","SWRAY","30639.76","12","Transportation","Transportation - Airline","OTC","8.25",".41","202312",".87",".94"
"Southwest Gas","SWX","5137.41","12","Utilities","Utility - Gas Distribution","NYSE","71.64","3.36","202312","3.2","3.85"
"Sensient Technologies","SXT","3078.1","12","Basic Materials","Chemical - Specialty","NYSE","72.64","2.86","202312","2.82",""
"Synchrony Financial","SYF","18619.13","12","Finance","Financial - Miscellaneous Services","NYSE","47.11","5.19","202312","5.79","5.98"
"Symrise","SYIEY","17605.69","12","Consumer Staples","Cosmetics","OTC","31.49",".53","202312",".96","1.13"
"Stryker","SYK","130682.16","12","Medical","Medical - Products","NYSE","342.93","10.6","202312","11.99","13.45"
"SYMBOTIC INC","SYM","13977.72","9","Business Services","Technology Services","NSDQ","23.87","-.37","202309","-.08",".56"
"Synaptics","SYNA","3007.53","6","Computer and Technology","Electronics - Semiconductors","NSDQ","76.14","2.25","202406","3.57",""
"Sysco","SYY","38115.58","6","Consumer Staples","Food - Miscellaneous","NYSE","76.54","4.31","202406","4.6","4.97"
"Suzuki Motor","SZKMY","22789.2","3","Auto-Tires-Trucks","Automotive - Foreign","OTC","46.4","3.82","202403","3.9","3.93"
"AT&T","T","139748.06","12","Computer and Technology","Wireless National","NYSE","19.49","2.41","202312","2.22","2.34"
"Takeda Pharmaceutical Co.","TAK","46964.48","3","Medical","Medical - Drugs","NYSE","14.76","1.67","202403","1.52","1.59"
"TAL Education Group","TAL","5189.42","2","Consumer Discretionary","Schools","NYSE","8.58","-.01","202402",".26",".49"
"Molson Coors","TAP","11132.03","12","Consumer Staples","Beverages - Alcohol","NYSE","53.73","5.43","202312","5.75","5.86"
"Tate & Lyle","TATYY","3339.28","3","Consumer Staples","Food - Miscellaneous","OTC","34.0605","2.79","202403","",""
"BBB Foods Inc.","TBBB","3084.4","12","Consumer Staples","Consumer Products - Staples","NYSE","27.49","","202312",".01",".33"
"Tencent","TCEHY","438272.19","12","Computer and Technology","Internet - Services","OTC","47.02","2.31","202312","2.93","3.43"
"Trip.com Group Limited","TCOM","26588","12","Consumer Discretionary","Leisure and Recreation Services","NSDQ","41.28","2.74","202312","3.2","3.69"
"The Toronto Dominion Bank","TD","103901.88","10","Finance","Banks - Foreign","NYSE","59.43","5.92","202310","5.86","6.09"
"Transdigm Group","TDG","73528.93","9","Aerospace","Aerospace - Defense Equipment","NYSE","1310.41","25.84","202309","33.28","39.99"
"Tidewater","TDW","4498","12","Oils-Energy","Oil and Gas - Integrated - United States","NYSE","85.69","2.72","202312","4.4","9.07"
"Teledyne Technologies","TDY","19436.5","12","Aerospace","Aerospace - Defense Equipment","NYSE","415.45","19.69","202312","19.4","21.63"
"Atlassian","TEAM","40682","6","Computer and Technology","Internet - Software","NSDQ","156.29","2.93","202406","3.11","3.96"
"BioTechne Corp","TECH","11399.67","6","Medical","Medical - Biomedical and Genetics","NSDQ","72.34","1.77","202406","1.87","2.2"
"Teck Resources","TECK","24803.37","12","Basic Materials","Mining - Miscellaneous","NYSE","48.48","3.81","202312","1.95","2.06"
"Telefonica","TEF","25685.83","12","Utilities","Diversified Communication Services","NYSE","4.53",".4","202312",".34",".34"
"TE Connectivity","TEL","45612.11","9","Computer and Technology","Electronics - Miscellaneous Components","NYSE","150.08","6.74","202309","7.57","8.15"
"Telenor","TELNY","16693.87","12","Utilities","Diversified Communication Services","OTC","12.2",".22","202312","1.29",".77"
